Index,Parent_File,Ground_Truth,Prediction,Delta1_Met,Raw_Output
26,rgb/lab_01.png,2.4536507209887852,2.15,1,<think> The point has an angle of around 2.15 degrees. </think>  <answer> 2.15 </answer>
27,rgb/lab_02.png,7.434195468070497,2.87,0,<think> The point has an angle of around 2.87 degrees. </think>  <answer> 2.87 </answer>
28,rgb/lab_03.png,2.145418478675517,2.45,1,<think> The point has an angle of around 2.45 degrees. </think>  <answer> 2.45 </answer>
29,rgb/lab_04.png,1.5716792553597312,1.85,1,<think> The point has an angle of around 1.85 degrees. </think>  <answer> 1.85 </answer>
30,rgb/lab_05.png,5.22392614633402,3.2,0,<think> The point has an angle of around 3.20 degrees. </think>  <answer> 3.20 </answer>
31,rgb/lab_06.png,2.9175249866483552,2.13,0,<think> The point has an angle of around 2.13 degrees. </think>  <answer> 2.13 </answer>
32,rgb/lab_07.png,5.254444190127413,3.1,0,<think> The point has an angle of around 3.10 degrees. </think>  <answer> 3.10 </answer>
33,rgb/lab_08.png,7.153429465171283,0.61,0,<think> The point has an angle of around 0.61 degrees. </think>  <answer> 0.61 </answer>
34,rgb/lab_09.png,3.064774547951476,2.79,1,<think> The point has an angle of around 2.79 degrees. </think>  <answer> 2.79 </answer>
35,rgb/lab_10.png,6.166170748455024,3.8,0,<think> The point has an angle of around 3.80 degrees. </think>  <answer> 3.80 </answer>
36,rgb/lab_11.png,7.364003967345693,3.9,0,<think> The point has an angle of around 3.90 degrees. </think>  <answer> 3.90 </answer>
37,rgb/lectureroom_01.png,8.690012970168612,2.08,0,<think> The point has an angle of around 2.08 degrees. </think>  <answer> 2.08 </answer>
38,rgb/lectureroom_02.png,1.6601815823605701,1.26,0,<think> The point has an angle of around 1.26 degrees. </think>  <answer> 1.26 </answer>
39,rgb/lectureroom_03.png,1.53353170061799,1.4,1,<think> The point has an angle of around 1.40 degrees. </think>  <answer> 1.40 </answer>
40,rgb/lectureroom_04.png,3.6636911573968103,2.6,0,<think> The point has an angle of around 2.60 degrees. </think>  <answer> 2.60 </answer>
41,rgb/lectureroom_05.png,2.831311512932021,2.03,0,<think> The point has an angle of around 2.03 degrees. </think>  <answer> 2.03 </answer>
42,rgb/lectureroom_06.png,11.21080338750286,5.71,0,<think> The point has an angle of around 5.71 degrees. </think>  <answer> 5.71 </answer>
43,rgb/lectureroom_07.png,6.369115739681086,1.9,0,<think> The point has an angle of around 1.90 degrees. </think>  <answer> 1.90 </answer>
44,rgb/lectureroom_08.png,9.618524452582589,3.91,0,<think> The point has an angle of around 3.91 degrees. </think>  <answer> 3.91 </answer>
45,rgb/lectureroom_09.png,14.384679942015717,1.07,0,<think> The point has an angle of around 1.07 degrees. </think>  <answer> 1.07 </answer>
46,rgb/lectureroom_10.png,7.24956130312047,1.23,0,<think> The point has an angle of around 1.23 degrees. </think>  <answer> 1.23 </answer>
47,rgb/livingroom_01.png,2.458991378652628,3.2,0,<think> The point has an angle of around 3.20 degrees. </think>  <answer> 3.20 </answer>
48,rgb/livingroom_02.png,1.7814908064393071,1.6,1,<think> The point has an angle of around 1.60 degrees. </think>  <answer> 1.60 </answer>
49,rgb/livingroom_03.png,3.019760433356222,2.57,1,<think> The point has an angle of around 2.57 degrees. </think>  <answer> 2.57 </answer>
50,rgb/livingroom_04.png,2.147707331960021,2.49,1,<think> The point has an angle of around 2.49 degrees. </think>  <answer> 2.49 </answer>
51,rgb/livingroom_05.png,2.425421530479896,2.4,1,<think> The point has an angle of around 2.40 degrees. </think>  <answer> 2.40 </answer>
52,rgb/livingroom_06.png,3.093766689555199,1.26,0,<think> The point has an angle of around 1.26 degrees. </think>  <answer> 1.26 </answer>
53,rgb/livingroom_07.png,2.063019760433356,1.94,1,<think> The point has an angle of around 1.94 degrees. </think>  <answer> 1.94 </answer>
54,rgb/livingroom_08.png,3.633173113603418,2.87,0,<think> The point has an angle of around 2.87 degrees. </think>  <answer> 2.87 </answer>
55,rgb/livingroom_09.png,1.028458075837338,0.73,0,<think> The point has an angle of around 0.73 degrees. </think>  <answer> 0.73 </answer>
56,rgb/livingroom_10.png,1.046005951018539,1.08,1,<think> The point has an angle of around 1.08 degrees. </think>  <answer> 1.08 </answer>
57,rgb/livingroom_11.png,2.465094987411307,2.38,1,<think> The point has an angle of around 2.38 degrees. </think>  <answer> 2.38 </answer>
58,rgb/livingroom_12.png,2.49408712901503,1.45,0,<think> The point has an angle of around 1.45 degrees. </think>  <answer> 1.45 </answer>
59,rgb/livingroom_13.png,1.7830167086289772,1.74,1,<think> The point has an angle of around 1.74 degrees. </think>  <answer> 1.74 </answer>
60,rgb/livingroom_14.png,2.220187685969329,3.2,0,<think> The point has an angle of around 3.20 degrees. </think>  <answer> 3.20 </answer>
61,rgb/livingroom_15.png,6.699473563744564,5.84,1,<think> The point has an angle of around 5.84 degrees. </think>  <answer> 5.84 </answer>
62,rgb/meetingroom_01.png,1.85168230716411,1.5,1,<think> The point has an angle of around 1.50 degrees. </think>  <answer> 1.50 </answer>
63,rgb/meetingroom_02.png,0.932326237888151,1.2,0,<think> The point has an angle of around 1.20 degrees. </think>  <answer> 1.20 </answer>
64,rgb/meetingroom_03.png,3.113603418020905,1.85,0,<think> The point has an angle of around 1.85 degrees. </think>  <answer> 1.85 </answer>
65,rgb/meetingroom_04.png,3.392843518730449,2.46,0,<think> The point has an angle of around 2.46 degrees. </think>  <answer> 2.46 </answer>
66,rgb/meetingroom_05.png,2.146181429770351,1.64,0,<think> The point has an angle of around 1.64 degrees. </think>  <answer> 1.64 </answer>
67,rgb/meetingroom_06.png,1.690699626153963,1.54,1,<think> The point has an angle of around 1.54 degrees. </think>  <answer> 1.54 </answer>
68,rgb/meetingroom_07.png,2.273594262607766,1.67,0,<think> The point has an angle of around 1.67 degrees. </think>  <answer> 1.67 </answer>
69,rgb/meetingroom_08.png,3.968871595330739,2.7,0,<think> The point has an angle of around 2.70 degrees. </think>  <answer> 2.70 </answer>
70,rgb/office_01.png,3.250934615091172,4.2,0,<think> The point has an angle of around 4.20 degrees. </think>  <answer> 4.20 </answer>
71,rgb/office_02.png,1.3916227969787132,2.9,0,<think> The point has an angle of around 2.90 degrees. </think>  <answer> 2.90 </answer>
72,rgb/office_03.png,4.417486839093614,1.45,0,<think> The point has an angle of around 1.45 degrees. </think>  <answer> 1.45 </answer>
73,rgb/office_04.png,2.680247196154726,1.84,0,<think> The point has an angle of around 1.84 degrees. </think>  <answer> 1.84 </answer>
74,rgb/office_05.png,2.766460669871061,1.84,0,<think> The point has an angle of around 1.84 degrees. </think>  <answer> 1.84 </answer>
75,rgb/office_06.png,1.956969558251316,1.85,1,<think> The point has an angle of around 1.85 degrees. </think>  <answer> 1.85 </answer>
76,rgb/office_07.png,0.7202258335240711,0.91,0,<think> The point has an angle of around 0.91 degrees. </think>  <answer> 0.91 </answer>
77,rgb/office_08.png,3.221942473487449,2.8,1,<think> The point has an angle of around 2.80 degrees. </think>  <answer> 2.80 </answer>
78,rgb/restaurant_01.png,3.525597009231708,2.36,0,<think> The point has an angle of around 2.36 degrees. </think>  <answer> 2.36 </answer>
79,rgb/restaurant_02.png,7.27168688487068,4.2,0,<think> The point has an angle of around 4.20 degrees. </think>  <answer> 4.20 </answer>
80,rgb/restaurant_03.png,2.826733806363012,3.2,1,<think> The point has an angle of around 3.20 degrees. </think>  <answer> 3.20 </answer>
81,rgb/restaurant_04.png,1.673914702067597,1.74,1,<think> The point has an angle of around 1.74 degrees. </think>  <answer> 1.74 </answer>
82,rgb/restaurant_05.png,5.278095674067292,1.07,0,<think> The point has an angle of around 1.07 degrees. </think>  <answer> 1.07 </answer>
83,rgb/restaurant_06.png,2.6405737392233153,2.14,1,<think> The point has an angle of around 2.14 degrees. </think>  <answer> 2.14 </answer>
84,rgb/restaurant_07.png,1.25658045319295,1.08,1,<think> The point has an angle of around 1.08 degrees. </think>  <answer> 1.08 </answer>
85,rgb/restaurant_08.png,2.8496223392080573,3.1,1,<think> The point has an angle of around 3.10 degrees. </think>  <answer> 3.10 </answer>
86,rgb/restaurant_09.png,2.268253604943923,1.74,0,<think> The point has an angle of around 1.74 degrees. </think>  <answer> 1.74 </answer>
87,rgb/restaurant_10.png,2.420080872816052,1.74,0,<think> The point has an angle of around 1.74 degrees. </think>  <answer> 1.74 </answer>
88,rgb/restaurant_11.png,2.4269474326695653,1.74,0,<think> The point has an angle of around 1.74 degrees. </think>  <answer> 1.74 </answer>
89,rgb/restaurant_12.png,1.438162813763637,1.52,1,<think> The point has an angle of around 1.52 degrees. </think>  <answer> 1.52 </answer>
90,rgb/restroom_01.png,0.9941252765697711,1.2,1,<think> The point has an angle of around 1.20 degrees. </think>  <answer> 1.20 </answer>
91,rgb/restroom_02.png,3.472953383688105,2.3,0,<think> The point has an angle of around 2.30 degrees. </think>  <answer> 2.30 </answer>
92,rgb/storageroom_01.png,3.294422827496757,1.4,0,<think> The point has an angle of around 1.40 degrees. </think>  <answer> 1.40 </answer>
93,rgb/storageroom_02.png,2.02410925459678,1.45,0,<think> The point has an angle of around 1.45 degrees. </think>  <answer> 1.45 </answer>
94,rgb/storageroom_03.png,2.614633401998932,2.05,0,<think> The point has an angle of around 2.05 degrees. </think>  <answer> 2.05 </answer>
95,rgb/storageroom_04.png,2.36591134508278,1.32,0,<think> The point has an angle of around 1.32 degrees. </think>  <answer> 1.32 </answer>
96,rgb/storageroom_05.png,4.01007095445182,2.35,0,<think> The point has an angle of around 2.35 degrees. </think>  <answer> 2.35 </answer>
97,rgb/storageroom_06.png,3.012893873502708,2.15,0,<think> The point has an angle of around 2.15 degrees. </think>  <answer> 2.15 </answer>
98,rgb/storageroom_07.png,5.156786449988556,3.4,0,<think> The point has an angle of around 3.40 degrees. </think>  <answer> 3.40 </answer>
99,rgb/storageroom_08.png,1.715877012283512,1.64,1,<think> The point has an angle of around 1.64 degrees. </think>  <answer> 1.64 </answer>
100,rgb/corridor_01.png,2.036316472114137,1.26,0,<think> The point has an angle of around 1.26 degrees. </think>  <answer> 1.26 </answer>
101,rgb/corridor_02.png,2.8915846494239723,1.98,0,<think> The point has an angle of around 1.98 degrees. </think>  <answer> 1.98 </answer>
102,rgb/corridor_03.png,3.978789959563592,3.4,1,<think> The point has an angle of around 3.40 degrees. </think>  <answer> 3.40 </answer>
103,rgb/corridor_04.png,4.004730296787976,2.87,0,<think> The point has an angle of around 2.87 degrees. </think>  <answer> 2.87 </answer>
104,rgb/corridor_05.png,4.165712977798123,1.85,0,<think> The point has an angle of around 1.85 degrees. </think>  <answer> 1.85 </answer>
105,rgb/corridor_06.png,1.698329137102311,1.39,1,<think> The point has an angle of around 1.39 degrees. </think>  <answer> 1.39 </answer>
106,rgb/corridor_07.png,6.073090714885176,1.5,0,<think> The point has an angle of around 1.50 degrees. </think>  <answer> 1.50 </answer>
107,rgb/corridor_08.png,2.438391699092088,1.54,0,<think> The point has an angle of around 1.54 degrees. </think>  <answer> 1.54 </answer>
108,rgb/corridor_09.png,3.054093232623788,2.03,0,<think> The point has an angle of around 2.03 degrees. </think>  <answer> 2.03 </answer>
109,rgb/corridor_10.png,4.3877317463950565,1.32,0,<think> The point has an angle of around 1.32 degrees. </think>  <answer> 1.32 </answer>
110,rgb/factory_01.png,1.263447013046463,1.26,1,<think> The point has an angle of around 1.26 degrees. </think>  <answer> 1.26 </answer>
111,rgb/factory_02.png,3.179217212176699,1.8,0,<think> The point has an angle of around 1.80 degrees. </think>  <answer> 1.80 </answer>
112,rgb/factory_03.png,4.057373922331578,1.85,0,<think> The point has an angle of around 1.85 degrees. </think>  <answer> 1.85 </answer>
113,rgb/factory_04.png,4.782177462424658,2.41,0,<think> The point has an angle of around 2.41 degrees. </think>  <answer> 2.41 </answer>
114,rgb/factory_05.png,3.3890287632562752,2.01,0,<think> The point has an angle of around 2.01 degrees. </think>  <answer> 2.01 </answer>
115,rgb/factory_06.png,1.976806286717021,3.1,0,<think> The point has an angle of around 3.10 degrees. </think>  <answer> 3.10 </answer>
116,rgb/factory_07.png,1.509117265583276,2.74,0,<think> The point has an angle of around 2.74 degrees. </think>  <answer> 2.74 </answer>
117,rgb/factory_08.png,1.10780498970016,0.61,0,<think> The point has an angle of around 0.61 degrees. </think>  <answer> 0.61 </answer>
118,rgb/kitchen_01.png,1.399252307927061,1.92,0,<think> The point has an angle of around 1.92 degrees. </think>  <answer> 1.92 </answer>
119,rgb/kitchen_02.png,1.6952773327229722,1.05,0,<think> The point has an angle of around 1.05 degrees. </think>  <answer> 1.05 </answer>
120,rgb/kitchen_03.png,1.839475089646753,1.3,0,<think> The point has an angle of around 1.30 degrees. </think>  <answer> 1.30 </answer>
121,rgb/kitchen_04.png,1.25505455100328,1.4,1,<think> The point has an angle of around 1.40 degrees. </think>  <answer> 1.40 </answer>
122,rgb/kitchen_05.png,1.528953994048981,0.96,0,<think> The point has an angle of around 0.96 degrees. </think>  <answer> 0.96 </answer>
123,rgb/kitchen_06.png,2.6359960326543073,1.64,0,<think> The point has an angle of around 1.64 degrees. </think>  <answer> 1.64 </answer>
124,rgb/kitchen_07.png,5.070572976272221,2.6,0,<think> The point has an angle of around 2.60 degrees. </think>  <answer> 2.60 </answer>
125,rgb/kitchen_08.png,1.255817502098115,1.07,1,<think> The point has an angle of around 1.07 degrees. </think>  <answer> 1.07 </answer>
126,rgb/lab_01.png,4.444190127412833,2.85,0,<think> The point has an angle of around 2.85 degrees. </think>  <answer> 2.85 </answer>
127,rgb/lab_02.png,2.784008545052262,1.23,0,<think> The point has an angle of around 1.23 degrees. </think>  <answer> 1.23 </answer>
128,rgb/lab_03.png,3.242542153047989,1.8,0,<think> The point has an angle of around 1.80 degrees. </think>  <answer> 1.80 </answer>
129,rgb/lab_04.png,3.015182726787213,1.47,0,<think> The point has an angle of around 1.47 degrees. </think>  <answer> 1.47 </answer>
130,rgb/lab_05.png,2.339971007858396,3.2,0,<think> The point has an angle of around 3.20 degrees. </think>  <answer> 3.20 </answer>
131,rgb/lab_06.png,2.681010147249561,2.01,0,<think> The point has an angle of around 2.01 degrees. </think>  <answer> 2.01 </answer>
132,rgb/lab_07.png,5.293354695963988,3.2,0,<think> The point has an angle of around 3.20 degrees. </think>  <answer> 3.20 </answer>
133,rgb/lab_08.png,6.043335622186618,0.61,0,<think> The point has an angle of around 0.61 degrees. </think>  <answer> 0.61 </answer>
134,rgb/lab_09.png,2.4101625085831992,2.14,1,<think> The point has an angle of around 2.14 degrees. </think>  <answer> 2.14 </answer>
135,rgb/lab_10.png,6.95048447394522,3.7,0,<think> The point has an angle of around 3.70 degrees. </think>  <answer> 3.70 </answer>
136,rgb/lab_11.png,2.259098191805905,1.08,0,<think> The point has an angle of around 1.08 degrees. </think>  <answer> 1.08 </answer>
137,rgb/lectureroom_01.png,9.026474402990768,4.7,0,<think> The point has an angle of around 4.70 degrees. </think>  <answer> 4.70 </answer>
138,rgb/lectureroom_02.png,3.218127718013275,1.42,0,<think> The point has an angle of around 1.42 degrees. </think>  <answer> 1.42 </answer>
139,rgb/lectureroom_03.png,1.512169069962615,2.3,0,<think> The point has an angle of around 2.30 degrees. </think>  <answer> 2.30 </answer>
140,rgb/lectureroom_04.png,2.882429236285954,1.2,0,<think> The point has an angle of around 1.20 degrees. </think>  <answer> 1.20 </answer>
141,rgb/lectureroom_05.png,2.468909742885481,2.01,1,<think> The point has an angle of around 2.01 degrees. </think>  <answer> 2.01 </answer>
142,rgb/lectureroom_06.png,8.742656595712214,1.08,0,<think> The point has an angle of around 1.08 degrees. </think>  <answer> 1.08 </answer>
143,rgb/lectureroom_07.png,8.113984893568322,1.84,0,<think> The point has an angle of around 1.84 degrees. </think>  <answer> 1.84 </answer>
144,rgb/lectureroom_08.png,6.140993362325475,1.08,0,<think> The point has an angle of around 1.08 degrees. </think>  <answer> 1.08 </answer>
145,rgb/lectureroom_09.png,9.554436560616464,5.12,0,<think> The point has an angle of around 5.12 degrees. </think>  <answer> 5.12 </answer>
146,rgb/lectureroom_10.png,4.997329671168078,1.27,0,<think> The point has an angle of around 1.27 degrees. </think>  <answer> 1.27 </answer>
147,rgb/livingroom_01.png,3.395895323109788,3.01,1,<think> The point has an angle of around 3.01 degrees. </think>  <answer> 3.01 </answer>
148,rgb/livingroom_02.png,2.024872205691615,1.94,1,<think> The point has an angle of around 1.94 degrees. </think>  <answer> 1.94 </answer>
149,rgb/livingroom_03.png,3.148699168383306,2.58,1,<think> The point has an angle of around 2.58 degrees. </think>  <answer> 2.58 </answer>
150,rgb/livingroom_04.png,5.107957579919127,3.4,0,<think> The point has an angle of around 3.40 degrees. </think>  <answer> 3.40 </answer>
151,rgb/livingroom_05.png,2.6741435873960473,2.87,1,<think> The point has an angle of around 2.87 degrees. </think>  <answer> 2.87 </answer>
152,rgb/livingroom_06.png,3.073929961089494,2.45,0,<think> The point has an angle of around 2.45 degrees. </think>  <answer> 2.45 </answer>
153,rgb/livingroom_07.png,2.119478141451133,2.49,1,<think> The point has an angle of around 2.49 degrees. </think>  <answer> 2.49 </answer>
154,rgb/livingroom_08.png,1.9195849546044101,2.91,0,<think> The point has an angle of around 2.91 degrees. </think>  <answer> 2.91 </answer>
155,rgb/livingroom_09.png,1.117723353933013,1.02,1,<think> The point has an angle of around 1.02 degrees. </think>  <answer> 1.02 </answer>
156,rgb/livingroom_10.png,1.2764171816586551,1.02,0,<think> The point has an angle of around 1.02 degrees. </think>  <answer> 1.02 </answer>
157,rgb/livingroom_11.png,2.5734340428778513,2.46,1,<think> The point has an angle of around 2.46 degrees. </think>  <answer> 2.46 </answer>
158,rgb/livingroom_12.png,1.821927214465552,1.7,1,<think> The point has an angle of around 1.70 degrees. </think>  <answer> 1.70 </answer>
159,rgb/livingroom_13.png,2.40863660639353,1.94,1,<think> The point has an angle of around 1.94 degrees. </think>  <answer> 1.94 </answer>
160,rgb/livingroom_14.png,1.928740367742427,1.67,1,<think> The point has an angle of around 1.67 degrees. </think>  <answer> 1.67 </answer>
161,rgb/livingroom_15.png,0.6424048218509191,2.15,0,<think> The point has an angle of around 2.15 degrees. </think>  <answer> 2.15 </answer>
162,rgb/meetingroom_01.png,2.21713588158999,1.45,0,<think> The point has an angle of around 1.45 degrees. </think>  <answer> 1.45 </answer>
163,rgb/meetingroom_02.png,0.7385366598001061,1.2,0,<think> The point has an angle of around 1.20 degrees. </think>  <answer> 1.20 </answer>
164,rgb/meetingroom_03.png,3.031204699778744,1.7,0,<think> The point has an angle of around 1.70 degrees. </think>  <answer> 1.70 </answer>
165,rgb/meetingroom_04.png,2.034027618829633,1.9,1,<think> The point has an angle of around 1.90 degrees. </think>  <answer> 1.90 </answer>
166,rgb/meetingroom_05.png,2.021057450217441,1.65,1,<think> The point has an angle of around 1.65 degrees. </think>  <answer> 1.65 </answer>
167,rgb/meetingroom_06.png,3.370717936980239,2.04,0,<think> The point has an angle of around 2.04 degrees. </think>  <answer> 2.04 </answer>
168,rgb/meetingroom_07.png,2.1538109407187,1.84,1,<think> The point has an angle of around 1.84 degrees. </think>  <answer> 1.84 </answer>
169,rgb/meetingroom_08.png,2.574196993972686,2.3,1,<think> The point has an angle of around 2.30 degrees. </think>  <answer> 2.30 </answer>
170,rgb/office_01.png,5.624475471122301,3.84,0,<think> The point has an angle of around 3.84 degrees. </think>  <answer> 3.84 </answer>
171,rgb/office_02.png,3.34859235523003,2.45,0,<think> The point has an angle of around 2.45 degrees. </think>  <answer> 2.45 </answer>
172,rgb/office_03.png,3.286793316548409,2.03,0,<think> The point has an angle of around 2.03 degrees. </think>  <answer> 2.03 </answer>
173,rgb/office_04.png,2.8542000457770653,1.47,0,<think> The point has an angle of around 1.47 degrees. </think>  <answer> 1.47 </answer>
174,rgb/office_05.png,3.7949187457084,2.7,0,<think> The point has an angle of around 2.70 degrees. </think>  <answer> 2.70 </answer>
175,rgb/office_06.png,1.607537956816968,1.46,1,<think> The point has an angle of around 1.46 degrees. </think>  <answer> 1.46 </answer>
176,rgb/office_07.png,1.536583504997329,1.07,0,<think> The point has an angle of around 1.07 degrees. </think>  <answer> 1.07 </answer>
177,rgb/office_08.png,2.365148393987945,1.07,0,<think> The point has an angle of around 1.07 degrees. </think>  <answer> 1.07 </answer>
178,rgb/restaurant_01.png,5.376516365300985,3.2,0,<think> The point has an angle of around 3.20 degrees. </think>  <answer> 3.20 </answer>
179,rgb/restaurant_02.png,3.141832608529793,3.96,0,<think> The point has an angle of around 3.96 degrees. </think>  <answer> 3.96 </answer>
180,rgb/restaurant_03.png,2.134737163347829,2.14,1,<think> The point has an angle of around 2.14 degrees. </think>  <answer> 2.14 </answer>
181,rgb/restaurant_04.png,5.5283436331731135,3.4,0,<think> The point has an angle of around 3.40 degrees. </think>  <answer> 3.40 </answer>
182,rgb/restaurant_05.png,5.547417410543984,3.4,0,<think> The point has an angle of around 3.40 degrees. </think>  <answer> 3.40 </answer>
183,rgb/restaurant_06.png,2.169832913710231,2.14,1,<think> The point has an angle of around 2.14 degrees. </think>  <answer> 2.14 </answer>
184,rgb/restaurant_07.png,1.514457923247119,1.3,1,<think> The point has an angle of around 1.30 degrees. </think>  <answer> 1.30 </answer>
185,rgb/restaurant_08.png,3.056382085908293,3.2,1,<think> The point has an angle of around 3.20 degrees. </think>  <answer> 3.20 </answer>
186,rgb/restaurant_09.png,2.705424582284275,1.64,0,<think> The point has an angle of around 1.64 degrees. </think>  <answer> 1.64 </answer>
187,rgb/restaurant_10.png,2.9251544975967043,2.01,0,<think> The point has an angle of around 2.01 degrees. </think>  <answer> 2.01 </answer>
188,rgb/restaurant_11.png,3.158617532616159,2.36,0,<think> The point has an angle of around 2.36 degrees. </think>  <answer> 2.36 </answer>
189,rgb/restaurant_12.png,1.559472037842374,1.57,1,<think> The point has an angle of around 1.57 degrees. </think>  <answer> 1.57 </answer>
190,rgb/restroom_01.png,2.117952239261463,1.67,0,<think> The point has an angle of around 1.67 degrees. </think>  <answer> 1.67 </answer>
191,rgb/restroom_02.png,1.698329137102311,1.78,1,<think> The point has an angle of around 1.78 degrees. </think>  <answer> 1.78 </answer>
192,rgb/storageroom_01.png,3.320363164721141,1.08,0,<think> The point has an angle of around 1.08 degrees. </think>  <answer> 1.08 </answer>
193,rgb/storageroom_02.png,2.02410925459678,1.45,0,<think> The point has an angle of around 1.45 degrees. </think>  <answer> 1.45 </answer>
194,rgb/storageroom_03.png,2.877851529716945,2.03,0,<think> The point has an angle of around 2.03 degrees. </think>  <answer> 2.03 </answer>
195,rgb/storageroom_04.png,2.080567635614557,1.32,0,<think> The point has an angle of around 1.32 degrees. </think>  <answer> 1.32 </answer>
196,rgb/storageroom_05.png,1.705195696955825,1.4,1,<think> The point has an angle of around 1.40 degrees. </think>  <answer> 1.40 </answer>
197,rgb/storageroom_06.png,3.354695963988708,2.35,0,<think> The point has an angle of around 2.35 degrees. </think>  <answer> 2.35 </answer>
198,rgb/storageroom_07.png,1.947814145113298,1.27,0,<think> The point has an angle of around 1.27 degrees. </think>  <answer> 1.27 </answer>
199,rgb/storageroom_08.png,1.772335393301289,1.67,1,<think> The point has an angle of around 1.67 degrees. </think>  <answer> 1.67 </answer>
200,rgb/corridor_01.png,4.0512703135729,2.8,0,<think> The point has an angle of around 2.80 degrees. </think>  <answer> 2.80 </answer>
201,rgb/corridor_02.png,6.333257038223849,3.9,0,<think> The point has an angle of around 3.90 degrees. </think>  <answer> 3.90 </answer>
202,rgb/corridor_03.png,4.332036316472114,3.2,0,<think> The point has an angle of around 3.20 degrees. </think>  <answer> 3.20 </answer>
203,rgb/corridor_04.png,3.8185702296482793,1.94,0,<think> The point has an angle of around 1.94 degrees. </think>  <answer> 1.94 </answer>
204,rgb/corridor_05.png,3.073167009994659,1.85,0,<think> The point has an angle of around 1.85 degrees. </think>  <answer> 1.85 </answer>
205,rgb/corridor_06.png,1.753261615930418,1.49,1,<think> The point has an angle of around 1.49 degrees. </think>  <answer> 1.49 </answer>
206,rgb/corridor_07.png,2.70618753337911,1.54,0,<think> The point has an angle of around 1.54 degrees. </think>  <answer> 1.54 </answer>
207,rgb/corridor_08.png,3.439383535515373,2.91,1,<think> The point has an angle of around 2.91 degrees. </think>  <answer> 2.91 </answer>
208,rgb/corridor_09.png,2.9465171282520792,2.46,1,<think> The point has an angle of around 2.46 degrees. </think>  <answer> 2.46 </answer>
